"","author","division","isbn","onsaledate","pages","priceusa","agerangecode","category"
"278","HUGHES, ADAM","DC Comics","9781401227821","06/29/2010","208","39.99","0","CGN"
"279","COX, JUDY","Holiday House","9780823421749","07/01/2010","32","16.95","0408","JUV"
"280","BEASUSOLEIL, JOSEPH W.","Berrett-Koehler","9781567262803","07/01/2010","248","119.95","0","BUS"
"281","RIES, LORI","Charlesbridge","9781570916359","07/01/2010","48","12.95","0408","JUV"
"282","BIEDRZYCKI, DAVID","Charlesbridge","9781570917479","07/01/2010","44","16.95","0509","JUV"
"283","MILLEN, C.M.","Charlesbridge","9781580891790","07/01/2010","32","17.95","0508","JUV"
"284","MCCURDY, MICHAEL","Charlesbridge","9781580892537","07/01/2010","32","16.95","00UP","JNF"
"285","ROBB, DON","Charlesbridge","9781580892858","07/01/2010","32","17.95","0609","JNF"
"286","MURPHY, STUART J.","Charlesbridge","9781580894500","07/01/2010","32","14.95","0205","JUV"
"287","MURPHY, STUART J.","Charlesbridge","9781580894524","07/01/2010","32","14.95","0205","JUV"
"288","MURPHY, STUART J.","Charlesbridge","9781580894548","07/01/2010","32","14.95","0205","JUV"
"289","MURPHY, STUART J.","Charlesbridge","9781580894562","07/01/2010","32","14.95","0205","JUV"
"290","CULLINAN, BERNICE E.","Thinkingdom","9781590787267","07/01/2010","152","19.95","0912","JNF"
"291","TRONTZ, JENNIFER MCKNIGHT","Quirk Books","9781594744617","07/01/2010","176","14.95","0","HOM"
"292","JAMESON, FREDRIC","Verso Books","9781844676163","07/02/2010","144","24.95","0","PHI"
"293","DK","DK.","9780756662776","07/05/2010","256","24.99","0710","JNF"
"294","DECARLO, DAN","IDW Publishing","9781600106545","07/06/2010","152","24.99","0","CGN"
"295","POLACCO, PATRICIA","Penguin Young Readers","9780399250781","07/08/2010","48","18.99","0609","JUV"
"296","WINTERS, KAY","Penguin Young Readers","9780525422754","07/08/2010","32","16.99","0608","JUV"
"297","RANDOM HOUSE","RH Childrens Books","9780375860898","07/13/2010","80","7.99","0307","JUV"
"298","KONTIS, ALETHEA","Candlewick","9780763639662","07/13/2010","40","15.99","0408","JUV"
"299","DUNNING, JOHN HARRIS","Candlewick","9780763647353","07/13/2010","96","18.99","12UP","YAF"
"300","DODSON, EMMA","Candlewick","9780763647780","07/13/2010","32","14.99","0307","JUV"
"301","DOCHERTY, THOMAS","Candlewick","9780763647872","07/13/2010","40","15.99","0307","JUV"
"302","STOKER, BRAM","Candlewick","9780763647933","07/13/2010","96","19.99","12UP","YAF"
"303","FRENCH, VIVIAN","Candlewick","9780763648145","07/13/2010","256","14.99","0812","JUV"
"304","ARONNAX, PROF PIERRE","Candlewick","9780763648749","07/13/2010","80","14.99","0912","JUV"
"305","DIAMOND, DONNA","Candlewick","9780763648787","07/13/2010","32","15.99","0508","JUV"
"306","VALENTINO, SERENA","Candlewick","9780763649340","07/13/2010","144","14.99","12UP","YAF"
"307","SKEWES, JOHN","Sasquatch Books","9781570616198","07/13/2010","32","17.99","0307","JUV"
"308","LEVINE, RHODA","New York Review Books","9781590173541","07/13/2010","40","17.95","0509","JUV"
"309","ARNOLD, J.D.","IDW Publishing","9781603090292","07/13/2010","88","12.95","0","CGN"
"310","WHITE, DAREN","IDW Publishing","9781603090568","07/13/2010","160","14.95","0","CGN"
"311","EAMON, WILLIAM","National Geographic Society","9781426206504","07/20/2010","368","26.00","0","HIS"
"312","KITCHEN, E.F.","powerHouse Books","9781576875360","07/20/2010","96","35.00","0","PHO"
"313","ENEROTH, JOAKIM","powerHouse Books","9781576875377","07/20/2010","120","50.00","0","PHO"
"314","DE SOUSA SANTOS, BOAVENTURA","Verso Books","9781844675920","07/26/2010","448","95.00","0","POL"
"315","HIAASEN, CARL","Knopf","9780307272584","07/27/2010","352","26.95","0","FIC"
"316","HILLS, TAD","RH Childrens Books","9780375858994","07/27/2010","40","17.99","0307","JUV"
"317","YATES, LOUISE","RH Childrens Books","9780375864490","07/27/2010","32","16.99","0307","JUV"
"318","PARK, FRANCES","Thinkingdom","9781590788264","08/01/2010","32","11.95","0507","NON"
"319","THOMAS, R. ROOSEVELT","Berrett-Koehler","9781605094502","08/02/2010","312","34.95","0","BUS"
"320","WELLS, H. G.","Knopf","9780307593849","08/03/2010","472","27.50","0","FIC"
"321","WARMAN'S","Penguin Adult HC/TR","9781440213953","08/09/2010","3","4.99","0","ANT"
"322","BERGREN, LISA TAWN","Christian/Forum","9780307446299","08/10/2010","112","19.99","0","JUV"
"323","WORTH, BONNIE","RH Childrens Books","9780375828850","08/10/2010","48","9.99","0408","JNF"
"324","REISNER, MOLLY","RH Childrens Books","9780375861635","08/10/2010","24","4.99","0307","JUV"
"325","EASTMAN, P.D.","RH Childrens Books","9780375865312","08/10/2010","344","16.99","0307","JUV"
"326","MOTHER TERESA","Christian/Forum","9780385531788","08/10/2010","384","24.00","0","REL"
"327","CASTELLUCCI, CECIL","Candlewick","9780763631680","08/10/2010","32","15.99","0508","JUV"
"328","MCDONALD, MEGAN","Candlewick","9780763634506","08/10/2010","192","15.99","0609","JUV"
"329","STEIN, DAVID EZRA","Candlewick","9780763641689","08/10/2010","40","16.99","0408","JUV"
"330","WELLS, ROSEMARY","Candlewick","9780763643058","08/10/2010","72","17.99","0710","JNF"
"331","FUSSELL, SANDY","Candlewick","9780763645038","08/10/2010","256","15.99","0912","JUV"
"332","DE FOMBELLE, TIMOTHEE","Candlewick","9780763646554","08/10/2010","432","16.99","0912","JUV"
"333","CUSICK, JOHN M.","Candlewick","9780763649302","08/10/2010","240","16.99","14UP","YAF"
"334","LEE, Y.S.","Candlewick","9780763649685","08/10/2010","352","16.99","12UP","YAF"
"335","WEBB, SARAH","Candlewick","9780763650063","08/10/2010","288","16.99","12UP","YAF"
"336","HAUGHTON, CHRIS","Candlewick","9780763650223","08/10/2010","32","14.99","0205","JUV"
"337","ALDA, ARLENE","Tundra","9780887769306","08/10/2010","32","16.95","0406","JUV"
"338","NIELSEN, SUSIN","Tundra","9780887769771","08/10/2010","240","15.95","10UP","YAF"
"339","MENZEL, PETER","PRH Distribution Full Service","9780984074402","08/10/2010","0","40.00","0","PHO"
"340","KACZYNSKI, RICHARD","North Atlantic Books","9781556438998","08/10/2010","720","29.95","0","OCC"
"341","GOWAN, PETER","Verso Books","9781844676200","08/10/2010","272","26.95","0","POL"
"342","SLAP, STAN","Penguin Adult HC/TR","9781591843245","08/12/2010","272","27.00","0","BUS"
"343","TOBIN, DANIEL","Berrett-Koehler","9781562867102","08/15/2010","208","28.95","0","BUS"
"344","HOARE, BEN","DK.","9780756668839","08/16/2010","72","16.99","0812","JNF"
"345","STEARNS, CYRUS","Shambhala","9781559393430","08/16/2010","496","39.95","0","REL"
"346","KONGTRUL, JAMGON","Shambhala","9781559393454","08/16/2010","696","49.95","0","REL"
"347","LAW, INGRID","Penguin Young Readers","9780803733077","08/17/2010","416","17.99","0812","JUV"
"348","REED, JOHN","powerHouse Books","9781576875407","08/17/2010","204","20.00","0","SOC"
"349","MOSES, REBECCA","Monacelli Press","9781580932936","08/23/2010","208","35.00","0","DES"
"350","WIESEL, ELIE","Knopf","9780307272201","08/24/2010","192","25.00","0","FIC"
"351","FLEMING, CANDACE","RH Childrens Books","9780375849794","08/24/2010","40","17.99","0408","JUV"
"352","SIERRA, JUDY","RH Childrens Books","9780375856204","08/24/2010","40","17.99","0307","JUV"
"353","SHELDON, DYAN","Candlewick","9780763645557","08/24/2010","304","15.99","12UP","YAF"
"354","MAGENTA, EMMA","Candlewick","9780763645601","08/24/2010","32","15.99","0307","JUV"
"355","HARTNETT, SONYA","Candlewick","9780763647605","08/24/2010","240","16.99","14UP","YAF"
"356","LUDWIG, TRUDY","RH Childrens Books","9781582463094","08/24/2010","48","15.99","0609","JUV"
"357","SCHOLZ, MARK MD","Other Press","9781590513422","08/24/2010","320","24.95","0","MED"
"358","HILL, JOE","IDW Publishing","9781600106958","08/24/2010","152","24.99","0","CGN"
"359","HUTSON, DON","Berrett-Koehler","9781605095868","08/30/2010","160","22.95","0","BUS"
"360","HAYASHIDA, TERUYOSHI","powerHouse Books","9781576875506","08/31/2010","142","24.95","0","PHO"
"361","SHULMAN, MARTHA ROSE","Potter/TenSpeed/Harmony/Rodale","9781605295732","08/31/2010","368","37.50","0","CKB"
"362","FRASER, RONALD","Verso Books","9781844675975","08/31/2010","216","29.95","0","BIO"
"363","BUNTING, EVE","Thinkingdom","9781590784396","09/01/2010","32","16.95","0205","JUV"
"364","HARRISON, DAVID L.","Thinkingdom","9781590785614","09/01/2010","48","18.95","0912","JNF"
"365","ADDASI, MAHA","Thinkingdom","9781590786116","09/01/2010","32","17.95","0709","JUV"
"366","PRINGLE, LAURENCE","Thinkingdom","9781590786734","09/01/2010","32","16.95","0709","JNF"
"367","SHOWELL, BILLY","Search Press","9781844484522","09/01/2010","128","35.00","0","ART"
"368","SEDAKA, NEIL","Charlesbridge","9781936140138","09/01/2010","26","19.99","0509","JUV"
"369","BARNES, RUTH","Prestel Publishing","9783791350714","09/01/2010","408","95.00","0","PHO"
"370","MENCKEN, H. L.","The Library of America","9781598530742","09/02/2010","624","37.50","0","HIS"
"371","MENCKEN, H. L.","The Library of America","9781598530759","09/02/2010","656","35.00","0","HIS"
"372","ROTH, PHILIP","The Library of America","9781598530780","09/02/2010","832","35.00","0","FIC"
"373","BOATWRIGHT, PETER","Berrett-Koehler","9781605096988","09/06/2010","192","27.95","0","BUS"
"374","GLASS, JULIA","Knopf","9780307377920","09/07/2010","416","25.95","0","FIC"
"375","HAWKING, STEPHEN","Bantam Dell","9780553805376","09/07/2010","208","28.00","0","SCI"
"376","WILKERSON, ISABEL","Random House Group","9780679444329","09/07/2010","640","38.00","0","HIS"
"377","SAMBUCHINO, CHUCK","Potter/TenSpeed/Harmony/Rodale","9781580084635","09/07/2010","112","14.99","0","HUM"
"378","MONEO, RAFAEL","Monacelli Press","9781580932165","09/07/2010","668","75.00","0","ARC"
"379","ANDREAE, GILES","Tiger Tales","9781589250925","09/07/2010","32","16.95","0307","JUV"
"380","ACHOR, SHAWN","Crown","9780307591548","09/14/2010","256","27.00","0","SEL"
"381","LIONNI, LEO","RH Childrens Books","9780375845505","09/14/2010","32","16.99","0307","JUV"
"382","LIN, GRACE","RH Childrens Books","9780375861017","09/14/2010","32","16.99","0307","JUV"
"383","SMILEY, BEN","RH Childrens Books","9780736426848","09/14/2010","24","4.99","0307","JUV"
"384","NELSON, MARILYN","Candlewick","9780763626679","09/14/2010","48","16.99","0408","JUV"
"385","DICAMILLO, KATE","Candlewick","9780763632663","09/14/2010","96","16.99","0609","JUV"
"386","NAYERI, DANIEL AND DINA","Candlewick","9780763637125","09/14/2010","400","16.99","14UP","YAF"
"387","HAMPLE, STOO","Candlewick","9780763641245","09/14/2010","32","16.99","0408","JNF"
"388","HUGHES, SHIRLEY","Candlewick","9780763644727","09/14/2010","32","15.99","0408","JUV"
"389","CALAME, DON","Candlewick","9780763646332","09/14/2010","400","16.99","14UP","YAF"
"390","HACOHEN, DEAN","Candlewick","9780763647285","09/14/2010","40","12.00","0003","JUV"
"391","PETERSON, WILL","Candlewick","9780763648473","09/14/2010","384","16.99","14UP","YAF"
"392","BURNINGHAM, JOHN","Candlewick","9780763649074","09/14/2010","48","16.99","0205","JUV"
"393","DICAMILLO, KATE","Candlewick","9780763649968","09/14/2010","32","8.99","0408","JUV"
"394","HORACEK, PETR","Candlewick","9780763650001","09/14/2010","32","7.99","0307","JUV"
"395","O'BRIEN, JOHNNY","Candlewick","9780763650759","09/14/2010","192","15.99","0912","JUV"
"396","OLIVER, MARY","Beacon Press","9780807068991","09/14/2010","96","25.00","0","POE"
"397","WEAVER, JANICE","Tundra","9780887768149","09/14/2010","48","22.95","0812","JNF"
"398","MCLEAN, DIRK","Tundra","9780887768996","09/14/2010","40","17.95","0609","JUV"
"399","SYLVESTER, KEVIN","Tundra","9780887769443","09/14/2010","40","16.99","0609","JUV"
"400","KNOWLTON, NANCY","National Geographic Society","9781426206436","09/14/2010","216","26.00","0","NAT"
"401","JOHNSTON, ROBERT D.","National Geographic Society","9781426306631","09/14/2010","240","29.95","10UP","JNF"
"402","JOHNSTON, ROBERT D.","National Geographic Society","9781426306655","09/14/2010","240","38.90","10UP","JNF"
"403","HAAS, ROBERT B.","National Geographic Society","9781426306938","09/14/2010","64","17.95","0710","JNF"
"404","SLOAN, CHRISTOPHER","National Geographic Society","9781426306952","09/14/2010","48","17.95","0812","JNF"
"405","CARNEY, ELIZABETH","National Geographic Society","9781426307119","09/14/2010","32","14.90","0508","JNF"
"406","SHIELDS, AMY","National Geographic Society","9781426307133","09/14/2010","32","13.90","0406","JNF"
"407","GERSON, FANY","Potter/TenSpeed/Harmony/Rodale","9781580089944","09/14/2010","224","30.00","0","CKB"
"408","FLINT, INDIA","Penguin Adult HC/TR","9781596683303","09/14/2010","240","40.00","0","CRA"
"409","JENNINGS, JAY","Potter/TenSpeed/Harmony/Rodale","9781605296371","09/14/2010","272","25.99","0","SOC"
"410","LIPCHENKO, OLEG","Tundra","9781770492059","09/14/2010","24","17.95","0307","JUV"
"411","STRUZAN, DREW","Titan","9781848566194","09/14/2010","160","34.95","0","ART"
"412","HILDEBRAND, CAZ","Quirk Books","9781594744952","09/15/2010","256","24.95","0","CKB"
"413","KRULL, KATHLEEN","Penguin Young Readers","9780670011148","09/16/2010","48","17.99","0812","JNF"
"414","VERNON, URSULA","Penguin Young Readers","9780803734692","09/16/2010","208","13.99","0812","JUV"
"415","WARD, GEOFFREY C.","Knopf","9780307273499","09/21/2010","592","75.00","0","SPO"
"416","GABALDON, DIANA","Del Rey","9780345505385","09/21/2010","224","29.99","0","CGN"
"417","BRETT, JAN","Penguin Young Readers","9780399254994","09/21/2010","32","18.99","0305","JUV"
"418","SCHACHNER, JUDY","Penguin Young Readers","9780525423584","09/21/2010","32","17.99","0305","JUV"
"419","WELLS, ROSEMARY","Penguin Young Readers","9780670011414","09/21/2010","48","17.99","0305","JUV"
"420","NATIONAL GEOGRAPHIC","National Geographic Society","9781426203459","09/21/2010","448","40.00","0","REF"
"421","HARRISON, K. DAVID","National Geographic Society","9781426204616","09/21/2010","304","27.00","0","SOC"
"422","HAAS, ROBERT B.","National Geographic Society","9781426206382","09/21/2010","224","50.00","0","PHO"
"423","BELETSKY, LES","National Geographic Society","9781426206405","09/21/2010","320","35.00","0","NAT"
"424","NATIONAL GEOGRAPHIC","National Geographic Society","9781426206474","09/21/2010","504","16.95","0","PHO"
"425","BENNETT, BARBARA","National Geographic Society","9781426206542","09/21/2010","320","26.00","0","BIO"
"426","THOMPSON, DAVID","Potter/TenSpeed/Harmony/Rodale","9781580082846","09/21/2010","372","60.00","0","CKB"
"427","WILSON, JASON","Potter/TenSpeed/Harmony/Rodale","9781580082884","09/21/2010","240","24.00","0","CKB"
"428","STOWELL, ETHAN","Potter/TenSpeed/Harmony/Rodale","9781580088183","09/21/2010","240","35.00","0","CKB"
"429","BELL, NICHOLAS R.","Smithsonian","9781588343048","09/21/2010","152","45.00","0","ART"
"430","VON TEESE, DITA","Titan","9781848568471","09/21/2010","144","24.95","0","PHO"
"431","FINGER, BRAD","Prestel Publishing","9783791370361","09/26/2010","48","14.95","0812","JNF"
"432","ALCOTT, LOUISA MAY","Penguin Adult HC/TR","9780141192413","09/28/2010","544","26.00","0","FIC"
"433","COLLINS, WILKIE","Penguin Adult HC/TR","9780141192420","09/28/2010","720","22.00","0","FIC"
"434","DOYLE, SIR ARTHUR CONAN","Penguin Adult HC/TR","9780141192437","09/28/2010","240","21.00","0","FIC"
"435","DICKENS, CHARLES","Penguin Adult HC/TR","9780141192499","09/28/2010","608","25.00","0","FIC"
"436","SHAKESPEARE, WILLIAM","Penguin Adult HC/TR","9780141192574","09/28/2010","272","23.00","0","POE"
"437","DICKENS, CHARLES","Penguin Adult HC/TR","9780141195858","09/28/2010","336","24.00","0","FIC"
"438","ALIGHIERI, DANTE","Penguin Adult HC/TR","9780141195872","09/28/2010","576","27.00","0","POE"
"439","RANCIC, GIULIANA","Ballantine Group","9780345524997","09/28/2010","320","26.00","0","FAM"
"440","HOLM, JENNIFER L.","RH Childrens Books","9780375965739","09/28/2010","96","12.99","0710","JUV"
"441","KATE, LAUREN","RH Childrens Books","9780385739146","09/28/2010","464","17.99","12UP","YAF"
"442","GODDARD, SIMON","Penguin Adult HC/TR","9780452296671","09/28/2010","544","32.00","0","MUS"
"443","FOLLETT, KEN","Penguin Adult HC/TR","9780525951650","09/28/2010","1008","36.00","0","FIC"
"444","BORMAN, TRACY","Bantam Dell","9780553806984","09/28/2010","496","28.00","0","HIS"
"445","SUTTON, ROGER","Candlewick","9780763632809","09/28/2010","368","22.00","0","LIT"
"446","WELLS, ROSEMARY","Candlewick","9780763637224","09/28/2010","336","16.99","10UP","JUV"
"447","PIEN, LARK","Candlewick","9780763644093","09/28/2010","32","14.99","0509","JUV"
"448","STEER, DUGALD A.","Candlewick","9780763645656","09/28/2010","32","21.99","0812","JUV"
"449","DE GOLDI, KATE","Candlewick","9780763649395","09/28/2010","256","15.99","12UP","YAF"
"450","FRIEL, MICHAEL","Potter/TenSpeed/Harmony/Rodale","9780823034086","09/28/2010","192","35.00","0","ART"
"451","YOUNG, KAREN ROMANO","National Geographic Society","9781426306907","09/28/2010","80","24.90","10UP","JNF"
"452","YOUNG, KAREN ROMANO","National Geographic Society","9781426306921","09/28/2010","80","24.90","10UP","JNF"
"453","NATIONAL GEOGRAPHIC","National Geographic Society","9781426306990","09/28/2010","64","18.95","0509","JNF"
"454","NATIONAL GEOGRAPHIC","National Geographic Society","9781426307270","09/28/2010","64","27.90","0509","JNF"
"455","STURGEON, THEODORE","North Atlantic Books","9781556439346","09/28/2010","400","35.00","0","FIC"
"456","MACK, JOHN","powerHouse Books","9781576875599","09/28/2010","296","75.00","0","PHO"
"457","BOTZ, CORINNE MAY","Monacelli Press","9781580932912","09/28/2010","208","40.00","0","PHO"
"458","CHIU, MELISSA","Monacelli Press","9781580932981","09/28/2010","256","60.00","0","ART"
"459","PERRACHON, ALIX G.","Monacelli Press","9781580932998","09/28/2010","256","50.00","0","HOM"
"460","XIAOFENG, FANG","Monacelli Press","9781580933032","09/28/2010","260","60.00","0","GAR"
"461","KLEVEN, ELISA","RH Childrens Books","9781582462776","09/28/2010","32","15.99","0307","JUV"
"462","LENDROTH, SUSAN","RH Childrens Books","9781582463186","09/28/2010","32","16.99","0307","JNF"
"463","SIMON, JOE","Titan","9781848563650","09/28/2010","480","49.95","0","CGN"
"464","WALKER, MORT","Titan","9781848567061","09/28/2010","224","19.95","0","HUM"
"465","BARRIE, J. M.","Penguin Young Readers","9780141329819","09/30/2010","240","16.99","10UP","JUV"
"466","GRAHAME, KENNETH","Penguin Young Readers","9780141329826","09/30/2010","288","16.99","10UP","JUV"
